"","ID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con"
"13016","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","18/2= ?","9","","9","9","2030","1","__"
"13017","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4+2= ?","6","","6","6","1833","1","__"
"13018","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","7*1=  ?","7","","7","7","1905","1","__"
"13019","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9/3= ?","3","","3","3","2058","1","__"
"13020","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","72/9= ?","8","","8","8","1857","1","__"
"13021","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","1+7= ?","8","","8","8","1785","1","__"
"13022","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-4= ?","5","","5","5","1922","1","__"
"13023","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","22/11= ?","2","","2","2","1963","1","__"
"13024","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4*2= ?","8","","8","8","1776","1","__"
"13025","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","10-9= ?","1","","1","1","1794","1","__"
"13026","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","2+6= ?","8","","8","8","1998","1","__"
"13027","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","8/4= ?","2","","2","2","1848","1","__"
"13028","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4+1= ?","5","","5","5","1947","1","__"
"13029","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3+6= ?","9","","9","9","1973","1","__"
"13030","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3+5= ?","8","","8","8","1919","1","__"
"13031","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","6+3= ?","9","","9","9","1947","1","__"
"13032","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","10-5= ?","5","","5","5","1924","1","__"
"13033","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","6+1= ?","7","","7","7","1715","1","__"
"13034","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3*2= ?","6","","6","6","1815","1","__"
"13035","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","18/9= ?","2","","2","2","1868","1","__"
"13036","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","12-7= ?","5","","5","5","2102","1","__"
"13037","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","1+6= ?","7","","7","7","1812","1","__"
"13038","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","7*0= ?","0","","0","0","1926","1","__"
"13039","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-9= ?","0","","0","0","1560","1","__"
"13040","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","5*0= ?","0","","0","0","1591","1","__"
"13041","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","1855","1","__"
"13042","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","29-27= ?","2","","2","2","1895","1","__"
"13043","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-3= ?","6","","6","6","2089","1","__"
"13044","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","15-10= ?","5","","5","5","1866","1","__"
"13045","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","8-2= ?","6","","6","6","1930","1","__"
"13046","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","81/9= ?","9","","9","9","2171","1","__"
"13047","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4/4= ?","1","","1","1","1879","1","__"
"13048","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4+4= ?","8","","8","8","1975","1","__"
"13049","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","2+5= ?","7","","7","7","1875","1","__"
"13050","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","13-9= ?","4","","4","4","2146","1","__"
"13051","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3*1= ?","3","","3","3","1849","1","__"
"13052","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","12/6= ?","2","","2","2","1582","1","__"
"13053","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","13-6= ?","7","","7","7","1895","1","__"
"13054","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","49/7 = ?","7","","7","7","1842","1","__"
"13055","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","1+8= ?","9","","8","8","1781","0","__"
"13056","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","4+3= ?","7","","7","7","2142","1","__"
"13057","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-8= ?","1","","1","1","1925","1","__"
"13058","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","1*9= ?","9","","9","9","1952","1","__"
"13059","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","5+2= ?","7","","7","7","1901","1","__"
"13060","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","19-17= ?","2","","2","2","1766","1","__"
"13061","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","20/5= ?","4","","4","4","2295","1","__"
"13062","phase_016_subj_9","Female","SRET","EW_formal","self","Positive","ability","刻苦","","","","j","yes","955","","self_Positive_ability"
"13063","phase_016_subj_9","Female","SRET","EW_formal","friend","Negative","ability","无为","","","","f","no","638","","friend_Negative_ability"
"13064","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","21/3= ? ","7","","7","7","2059","1","__"
"13065","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","90/45= ?","2","","2","2","2061","1","__"
"13066","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3+2= ?","5","","5","5","1962","1","__"
"13067","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","2+7= ?","9","","9","9","2483","1","__"
"13068","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","12/4= ?","3","","3","3","2006","1","__"
"13069","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","3+4= ?","7","","7","7","1840","1","__"
"13070","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","5/1= ?","5","","5","5","2476","1","__"
"13071","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","8-3= ? ","5","","5","5","1892","1","__"
"13072","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","2+4= ?","6","","6","6","1954","1","__"
"13073","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","30-29= ?","1","","1","1","1767","1","__"
"13074","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","2+1= ?","3","","3","3","1689","1","__"
"13075","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","7+2= ?","9","","9","9","1898","1","__"
"13076","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","5+3= ?","8","","8","8","1939","1","__"
"13077","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","50-42= ?","8","","8","8","2069","1","__"
"13078","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","11-8= ?","3","","3","3","1979","1","__"
"13079","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","1934","1","__"
"13080","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","8-5= ?","3","","3","3","1910","1","__"
"13081","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","22-22= ?","0","","0","0","2349","1","__"
"13082","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","32-32= ?","0","","0","0","1986","1","__"
"13083","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","13-5= ?","8","","","","","0","__"
"13084","phase_016_subj_9","Female","SRET_RJ","RJ_instruct_practice","","","","","","","","2","","51288","","__"
"13085","phase_016_subj_9","Female","SRET","EW_formal","self","Negative","morality","罪恶","","","","f","no","815","","self_Negative_morality"
"13086","phase_016_subj_9","Female","SRET","EW_formal","self","Positive","ability","懂行","","","","j","yes","1242","","self_Positive_ability"
"13087","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","严谨","","","self","j","self","3979","1","_Positive_ability"
"13088","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","白痴","","","new","1","new","7715","1","friend_Negative_ability"
"13089","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","忠实","","","old","3","old","5083","1","self_Positive_morality"
"13090","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","忠实","","","self","j","self","3808","1","_Positive_morality"
"13091","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","刻板","","","old","1","new","1960","0","self_Negative_ability"
"13092","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","morality","可鄙","","","new","1","new","1728","1","friend_Negative_morality"
"13093","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","认真","","","new","2","familiar","1907","0","friend_Positive_ability"
"13094","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","认真","","","friend","j","self","2036","0","_Positive_ability"
"13095","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","徇私","","","old","3","old","1985","1","self_Negative_morality"
"13096","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","徇私","","","self","f","friend","2713","0","_Negative_morality"
"13097","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","morality","宽宏","","","new","1","new","5619","1","friend_Positive_morality"
"13098","phase_016_subj_9","Female","SRET_RJ","RJ_instruct","","","","","","","","","","18548","","__"
"13099","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","恶劣","","","new","3","old","7024","0","NA_Negative_morality"
"13100","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","恶劣","","",NA,"f","friend","8749",NA,"_Negative_morality"
"13101","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","愚痴","","","old","3","old","1751","1","self_Negative_ability"
"13102","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","愚痴","","","self","j","self","2183","1","_Negative_ability"
"13103","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","狡诈","","","new","2","familiar","2362","0","NA_Negative_morality"
"13104","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","狡诈","","",NA,"j","self","1729",NA,"_Negative_morality"
"13105","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","弱智","","","new","1","new","1916","1","NA_Negative_ability"
"13106","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","无耻","","","new","3","old","3002","0","NA_Negative_morality"
"13107","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","无耻","","",NA,"f","friend","3904",NA,"_Negative_morality"
"13108","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","稳健","","","old","2","familiar","1780","1","friend_Positive_ability"
"13109","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","稳健","","","friend","f","friend","1176","1","_Positive_ability"
"13110","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","愚蠢","","","old","3","old","2173","1","self_Negative_ability"
"13111","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","愚蠢","","","self","f","friend","2644","0","_Negative_ability"
"13112","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","怠惰","","","old","2","familiar","3910","1","self_Negative_ability"
"13113","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","怠惰","","","self","j","self","1951","1","_Negative_ability"
"13114","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","morality","文明","","","old","3","old","1773","1","friend_Positive_morality"
"13115","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","文明","","","friend","j","self","1230","0","_Positive_morality"
"13116","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","骁勇","","","new","1","new","1598","1","NA_Positive_ability"
"13117","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","仗义","","","new","1","new","1067","1","NA_Positive_morality"
"13118","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","新手","","","new","1","new","974","1","NA_Negative_ability"
"13119","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","勤奋","","","old","3","old","1443","1","self_Positive_ability"
"13120","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","勤奋","","","self","j","self","4432","1","_Positive_ability"
"13121","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","不孝","","","new","1","new","5411","1","NA_Negative_morality"
"13122","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","马虎","","","new","1","new","1191","1","NA_Negative_ability"
"13123","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","屈才","","","new","1","new","996","1","NA_Negative_ability"
"13124","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","窝囊","","","new","1","new","2760","1","NA_Negative_ability"
"13125","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","慷慨","","","new","1","new","1225","1","NA_Positive_morality"
"13126","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","宽容","","","old","2","familiar","3017","1","self_Positive_morality"
"13127","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","宽容","","","self","f","friend","2345","0","_Positive_morality"
"13128","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","敬业","","","new","2","familiar","2564","0","NA_Positive_morality"
"13129","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","敬业","","",NA,"f","friend","1895",NA,"_Positive_morality"
"13130","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","毅力","","","old","2","familiar","1566","1","friend_Positive_ability"
"13131","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","毅力","","","friend","f","friend","593","1","_Positive_ability"
"13132","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","刚正","","","new","1","new","2622","1","NA_Positive_morality"
"13133","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","热心","","","old","1","new","6231","0","self_Positive_morality"
"13134","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","博学","","","old","3","old","1285","1","friend_Positive_ability"
"13135","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","博学","","","friend","f","friend","2259","1","_Positive_ability"
"13136","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","全才","","","new","1","new","1242","1","NA_Positive_ability"
"13137","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","独立","","","old","2","familiar","6149","1","self_Positive_ability"
"13138","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","独立","","","self","j","self","1380","1","_Positive_ability"
"13139","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","morality","守时","","","old","3","old","2519","1","friend_Positive_morality"
"13140","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","守时","","","friend","f","friend","991","1","_Positive_morality"
"13141","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","忠勇","","","new","2","familiar","1651","0","NA_Positive_morality"
"13142","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","忠勇","","",NA,"j","self","1113",NA,"_Positive_morality"
"13143","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","黑心","","","old","3","old","2736","1","self_Negative_morality"
"13144","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","14-9= ?","5","","5","5","1921","1","__"
"13145","phase_016_subj_9","Female","SRET","SRET_math_calculate","","","","","9-6= ?","3","","3","3","2380","1","__"
"13146","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","远见","","","old","2","familiar","2396","1","friend_Positive_ability"
"13147","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","远见","","","friend","f","friend","1992","1","_Positive_ability"
"13148","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","不良","","","new","1","new","2709","1","NA_Negative_morality"
"13149","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","懂行","","","old","3","old","4149","1","self_Positive_ability"
"13150","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","懂行","","","self","f","friend","2782","0","_Positive_ability"
"13151","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","罪恶","","","old","2","familiar","1367","1","self_Negative_morality"
"13152","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","罪恶","","","self","j","self","825","1","_Negative_morality"
"13153","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","虚假","","","new","1","new","790","1","NA_Negative_morality"
"13154","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","逞强","","","old","3","old","1124","1","self_Negative_ability"
"13155","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","逞强","","","self","f","friend","1253","0","_Negative_ability"
"13156","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","愚钝","","","old","3","old","1257","1","friend_Negative_ability"
"13157","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","愚钝","","","friend","j","self","2318","0","_Negative_ability"
"13158","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","盲目","","","old","2","familiar","1108","1","friend_Negative_ability"
"13159","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","盲目","","","friend","f","friend","944","1","_Negative_ability"
"13160","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","能干","","","old","2","familiar","4042","1","self_Positive_ability"
"13161","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","能干","","","self","f","friend","1044","0","_Positive_ability"
"13162","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","ability","无知","","","old","2","familiar","2343","1","self_Negative_ability"
"13163","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","无知","","","self","f","friend","2019","0","_Negative_ability"
"13164","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","逞能","","","old","2","familiar","1417","1","friend_Negative_ability"
"13165","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","逞能","","","friend","j","self","1041","0","_Negative_ability"
"13166","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","无能","","","old","1","new","5101","0","friend_Negative_ability"
"13167","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","短视","","","old","2","familiar","1610","1","friend_Negative_ability"
"13168","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","短视","","","friend","j","self","1075","0","_Negative_ability"
"13169","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","失信","","","new","1","new","1150","1","NA_Negative_morality"
"13170","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","腐败","","","new","2","familiar","2277","0","NA_Negative_morality"
"13171","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","腐败","","",NA,"f","friend","802",NA,"_Negative_morality"
"13172","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","果断","","","new","1","new","2407","1","NA_Positive_ability"
"13173","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","浅薄","","","new","2","familiar","1122","0","NA_Negative_ability"
"13174","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","浅薄","","",NA,"f","friend","1550",NA,"_Negative_ability"
"13175","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","偏私","","","old","2","familiar","6156","1","self_Negative_morality"
"13176","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","偏私","","","self","j","self","743","1","_Negative_morality"
"13177","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","高尚","","","new","1","new","981","1","NA_Positive_morality"
"13178","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","变通","","","old","1","new","924","0","friend_Positive_ability"
"13179","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","正气","","","new","1","new","900","1","NA_Positive_morality"
"13180","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","扎实","","","old","1","new","1037","0","self_Positive_ability"
"13181","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","邪恶","","","old","1","new","925","0","self_Negative_morality"
"13182","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","学霸","","","new","1","new","616","1","NA_Positive_ability"
"13183","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","厚道","","","new","1","new","874","1","NA_Positive_morality"
"13184","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","草率","","","new","1","new","917","1","NA_Negative_ability"
"13185","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","差生","","","new","1","new","710","1","NA_Negative_ability"
"13186","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","沉着","","","old","1","new","1703","0","self_Positive_ability"
"13187","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","伪善","","","new","1","new","2092","1","NA_Negative_morality"
"13188","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","阴毒","","","old","1","new","1074","0","self_Negative_morality"
"13189","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","守法","","","new","1","new","869","1","NA_Positive_morality"
"13190","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","专注","","","old","2","familiar","3608","1","self_Positive_ability"
"13191","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","专注","","","self","j","self","1045","1","_Positive_ability"
"13192","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","上进","","","new","1","new","953","1","NA_Positive_ability"
"13193","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","忠义","","","old","2","familiar","1386","1","self_Positive_morality"
"13194","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","忠义","","","self","f","friend","1201","0","_Positive_morality"
"13195","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","清廉","","","new","3","old","1301","0","NA_Positive_morality"
"13196","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","清廉","","",NA,"f","friend","2160",NA,"_Positive_morality"
"13197","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","不仁","","","new","2","familiar","1333","0","NA_Negative_morality"
"13198","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","不仁","","",NA,"j","self","671",NA,"_Negative_morality"
"13199","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","ability","敏捷","","","old","3","old","1239","1","self_Positive_ability"
"13200","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","敏捷","","","self","f","friend","1362","0","_Positive_ability"
"13201","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","奸诈","","","new","1","new","1681","1","NA_Negative_morality"
"13202","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","拖拉","","","new","1","new","1902","1","NA_Negative_ability"
"13203","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","娴熟","","","new","1","new","974","1","NA_Positive_ability"
"13204","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","拖延","","","new","2","familiar","2350","0","NA_Negative_ability"
"13205","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","拖延","","",NA,"f","friend","549",NA,"_Negative_ability"
"13206","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","廉明","","","old","3","old","1462","1","self_Positive_morality"
"13207","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","廉明","","","self","f","friend","2017","0","_Positive_morality"
"13208","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","下流","","","new","1","new","1189","1","NA_Negative_morality"
"13209","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","ability","外行","","","new","1","new","997","1","NA_Negative_ability"
"13210","phase_016_subj_9","Female","SRET","RJ_formal1","self","Negative","morality","势利","","","old","1","new","1009","0","self_Negative_morality"
"13211","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","有力","","","new","1","new","804","1","NA_Positive_ability"
"13212","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","奉献","","","new","1","new","1066","1","NA_Positive_morality"
"13213","phase_016_subj_9","Female","SRET","EW_formal","friend","Positive","morality","守时","","","","j","yes","715","","friend_Positive_morality"
"13214","phase_016_subj_9","Female","SRET","EW_formal","friend","Positive","ability","变通","","","","j","yes","655","","friend_Positive_ability"
"13215","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","君子","","","new","2","familiar","1168","0","NA_Positive_morality"
"13216","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","君子","","",NA,"f","friend","1178",NA,"_Positive_morality"
"13217","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","morality","蛇蝎","","","old","1","new","780","0","friend_Negative_morality"
"13218","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Negative","morality","虚伪","","","new","2","familiar","1559","0","NA_Negative_morality"
"13219","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","morality","虚伪","","",NA,"j","self","579",NA,"_Negative_morality"
"13220","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","利落","","","new","2","familiar","3681","0","NA_Positive_ability"
"13221","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","ability","利落","","",NA,"f","friend","946",NA,"_Positive_ability"
"13222","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","morality","守信","","","old","3","old","2843","1","friend_Positive_morality"
"13223","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","守信","","","friend","f","friend","888","1","_Positive_morality"
"13224","phase_016_subj_9","Female","SRET","RJ_formal1","self","Positive","morality","忠诚","","","old","3","old","2101","1","self_Positive_morality"
"13225","phase_016_subj_9","Female","SRET","RJ_formal_2","","Positive","morality","忠诚","","","self","j","self","653","1","_Positive_morality"
"13226","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Positive","ability","果决","","","old","1","new","1204","0","friend_Positive_ability"
"13227","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","顶事","","","new","1","new","3942","1","NA_Positive_ability"
"13228","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","morality","忠良","","","new","1","new","3092","1","NA_Positive_morality"
"13229","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","独断","","","old","3","old","1357","1","friend_Negative_ability"
"13230","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","独断","","","friend","f","friend","1101","1","_Negative_ability"
"13231","phase_016_subj_9","Female","SRET","RJ_formal1","friend","Negative","ability","无为","","","old","2","familiar","1489","1","friend_Negative_ability"
"13232","phase_016_subj_9","Female","SRET","RJ_formal_2","","Negative","ability","无为","","","friend","f","friend","1047","1","_Negative_ability"
"13233","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","精干","","","new","1","new","2424","1","NA_Positive_ability"
"13234","phase_016_subj_9","Female","SRET","RJ_formal1",NA,"Positive","ability","博识","","","new","1","new","1737","1","NA_Positive_ability"
