"V1","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID","trap2","trap2_item","friend_name","X"
27,439,3,2,3,2,1,4,2,5,5,4,4,2,1,2,2,1,2,3,2,5,4,5,5,4,5,4,4,5,4,6,7,5,7,6,5,6,5,6,4,2,3,2,2,1,5,1,5,2,4,2,5,3,2,3,6,4,3,2,2,5,2,4,5,6,5,6,6,6,6,5,5,4,3,6,3,6,3,5,"Male","phase_013_subj_22",NA,NA,NA,NA
28,563,3,2,3,1,2,5,2,4,4,5,5,1,1,-1,2,1,2,3,2,4,5,5,5,4,5,4,4,5,4,5,6,5,7,6,8,6,5,5,4,3,3,2,2,2,5,2,5,2,3,3,5,2,3,3,5,4,3,2,2,5,2,3,3,5,4,6,6,7,6,5,5,4,2,7,3,6,2,4,"Female","phase_013_subj_27",NA,NA,NA,NA
29,325,6,5,6,5,4,5,4,4,5,5,5,2,-1,-2,3,-1,2,2,1,5,4,5,5,5,4,3,3,4,4,5,6,4,4,2,3,3,6,4,5,1,3,3,6,1,2,2,4,3,2,1,5,2,2,5,2,4,5,5,1,3,2,1,1,3,2,7,3,7,2,2,3,1,2,2,4,3,1,2,"Female","phase_013_subj_11",NA,NA,NA,NA
1,446,5,4,5,3,1,5,2,5,5,5,5,1,1,2,2,-1,2,3,2,5,4,5,5,5,4,4,4,4,4,5,6,8,7,4,5,6,8,7,5,5,3,7,5,3,5,2,6,6,3,3,6,3,6,5,5,3,6,3,3,6,5,3,5,7,6,5,5,5,5,7,7,6,3,7,5,6,3,7,"Male","phase_014_subj_42",NA,NA,NA,NA
2,452,5,4,5,4,3,5,3,5,5,5,5,3,1,2,3,3,2,2,3,5,5,5,5,5,4,4,5,5,5,6,7,8,9,8,7,8,7,9,5,7,4,7,6,6,6,1,7,7,6,6,7,7,7,5,6,7,5,6,1,6,3,7,5,7,7,6,1,7,7,7,7,7,1,7,7,7,6,7,"Male","phase_014_subj_44",NA,NA,NA,NA
3,686,5,4,3,4,6,3,2,3,2,1,3,-1,-2,1,1,-1,2,1,1,3,4,4,2,4,2,2,2,1,2,3,2,4,3,1,2,1,4,4,5,4,3,3,4,5,5,2,5,5,4,2,3,3,3,3,4,3,6,3,1,2,3,1,2,3,6,6,7,6,6,3,5,3,3,3,2,3,1,3,"Male","phase_014_subj_59",NA,NA,NA,NA
4,83,3,2,2,2,3,4,2,2,4,4,5,2,1,-1,1,-2,-1,1,1,5,4,5,5,5,4,4,3,4,4,4,5,3,6,3,2,4,4,5,3,3,2,3,3,2,3,1,3,1,3,2,5,3,2,3,3,2,2,3,3,2,3,1,3,3,1,3,2,1,3,2,3,1,3,2,3,3,2,2,"Female","phase_014_subj_4",NA,NA,NA,NA
5,159,6,5,6,5,4,5,3,5,4,5,5,3,-1,1,2,-1,1,2,2,5,5,5,2,4,4,4,4,5,3,5,6,5,7,3,5,6,5,5,5,2,2,6,2,3,5,2,4,3,6,3,6,2,2,5,2,5,4,3,2,7,3,3,3,7,4,6,6,7,6,6,7,3,4,5,6,5,3,5,"Female","phase_014_subj_13",NA,NA,NA,NA
6,328,6,6,5,5,6,5,4,4,5,5,5,3,2,3,3,2,2,3,3,5,4,5,5,5,4,4,5,5,4,4,5,3,7,8,5,7,6,9,5,7,5,5,6,7,6,3,7,5,7,7,6,5,7,6,5,6,6,7,3,6,3,3,3,7,7,4,5,6,7,5,7,7,2,7,3,7,5,6,"Female","phase_014_subj_27",NA,NA,NA,NA
7,281,5,5,5,3,1,4,4,4,5,5,4,2,3,1,1,2,1,2,1,5,5,5,5,5,4,4,4,5,4,4,5,6,6,4,4,4,7,7,3,6,5,3,5,2,6,1,5,5,2,3,3,3,3,5,2,7,3,6,3,3,3,2,3,5,3,7,7,7,7,2,7,3,2,7,7,7,3,3,"Female","phase_014_subj_23",NA,NA,NA,NA
8,356,6,6,6,3,1,4,3,5,4,4,5,2,-2,2,1,2,2,3,2,5,4,5,5,5,4,4,4,5,4,7,9,7,7,6,8,7,6,5,5,5,1,7,6,3,6,1,6,3,5,3,5,2,6,5,5,3,1,5,3,3,3,2,3,7,3,5,5,7,3,3,7,3,5,7,3,7,5,5,"Male","phase_014_subj_29",NA,NA,NA,NA
9,524,5,6,6,6,5,4,4,4,5,4,2,1,3,2,2,2,2,1,2,4,4,5,4,3,4,4,4,4,4,5,5,5,5,4,4,6,4,5,5,6,6,5,6,3,6,6,6,5,5,5,5,3,5,5,5,4,4,5,3,6,3,3,4,5,5,5,7,7,7,7,7,3,4,1,3,7,6,5,"Female","phase_014_subj_48",NA,NA,NA,NA
10,666,1,1,2,2,1,4,2,2,2,3,4,2,2,-2,2,-3,1,2,2,4,2,5,4,3,3,2,3,2,4,4,4,3,5,2,2,3,4,4,2,4,2,1,4,3,3,2,2,1,2,2,3,2,2,5,2,6,3,3,2,5,2,3,2,5,5,5,7,6,5,7,6,1,2,3,3,7,2,5,"Female","phase_014_subj_55",NA,NA,NA,NA
11,696,6,5,6,4,2,4,4,5,5,5,4,1,-1,1,2,-2,3,3,1,4,5,5,5,5,4,4,3,4,5,5,6,7,5,7,8,7,8,8,5,5,3,6,2,3,3,3,6,5,5,2,6,3,6,3,6,5,4,6,5,5,3,1,3,6,5,5,2,7,7,3,6,1,3,7,3,3,2,5,"Female","phase_014_subj_61",NA,NA,NA,NA
12,374,6,7,6,7,7,4,4,4,4,4,4,2,1,2,-2,2,3,2,2,4,5,4,4,4,5,4,4,5,4,7,8,8,8,7,8,7,8,7,5,5,6,5,6,5,6,6,6,5,6,5,7,2,6,5,6,5,6,5,5,6,5,5,5,6,5,6,6,7,6,3,6,3,3,6,3,6,3,6,"Female","phase_014_subj_33",NA,NA,NA,NA
13,141,5,4,5,6,3,4,3,4,3,3,5,2,2,1,2,1,3,2,3,4,3,5,4,4,3,4,3,4,5,8,7,9,7,9,9,7,9,8,6,3,5,5,4,4,5,2,5,4,4,4,6,3,6,2,5,4,6,1,3,3,6,3,3,4,2,6,5,2,6,5,5,4,3,4,5,5,4,3,"Male","phase_014_subj_9",NA,NA,NA,NA
14,581,4,3,4,3,3,4,3,3,4,4,4,1,-1,1,1,-1,1,2,2,5,4,5,4,4,3,4,3,4,4,4,7,6,6,5,5,5,7,7,4,5,3,3,6,3,5,2,5,3,4,3,4,2,3,3,4,4,3,2,3,4,3,2,2,5,4,5,5,6,4,3,5,3,3,4,2,4,3,6,"Female","phase_014_subj_50",NA,NA,NA,NA
15,244,3,2,3,2,1,2,3,2,3,4,4,2,1,-1,2,-2,1,2,1,4,5,5,4,4,3,4,3,4,4,3,4,3,4,5,3,4,3,4,3,3,5,4,6,3,3,6,4,5,3,3,4,5,2,5,2,3,4,2,3,3,2,3,3,7,3,3,3,6,3,2,5,3,2,3,2,5,2,3,"Male","phase_014_subj_19",NA,NA,NA,NA
16,419,6,5,5,4,4,4,3,4,4,4,4,2,2,-1,1,-1,2,1,1,4,4,5,4,4,3,3,4,4,3,5,5,5,5,4,4,6,5,5,5,3,6,5,3,4,5,2,5,3,2,3,6,3,4,5,5,4,5,4,3,4,2,3,4,5,5,6,5,6,5,3,6,2,3,5,5,1,3,6,"Male","phase_014_subj_40",NA,NA,NA,NA
17,416,6,6,7,5,5,4,3,5,4,5,4,1,1,2,2,1,2,3,2,5,4,5,4,5,3,4,4,5,4,6,5,5,6,5,6,5,6,6,5,5,4,6,5,5,5,6,5,6,5,4,4,3,6,6,5,3,3,5,6,5,6,6,4,5,4,5,5,5,6,2,3,1,4,4,3,2,3,5,"Male","phase_014_subj_39",NA,NA,NA,NA
18,437,6,5,6,5,3,5,4,4,1,5,5,2,2,3,3,1,2,3,3,5,5,5,5,5,4,5,5,4,4,8,5,6,5,6,6,7,5,6,5,6,6,7,6,5,5,6,6,6,6,7,7,5,6,6,5,5,6,7,3,6,3,3,3,6,7,4,6,7,7,5,5,6,2,7,5,6,7,6,"Male","phase_014_subj_41",NA,NA,NA,NA
19,155,4,4,5,4,2,4,3,4,5,4,4,1,-1,-1,2,-1,1,2,2,4,4,5,5,4,3,4,4,4,3,4,5,5,6,6,5,6,5,5,4,5,5,5,4,4,3,5,4,5,4,3,6,3,3,6,3,4,5,6,3,3,3,3,3,4,3,4,5,5,5,2,5,5,3,3,3,4,3,6,"Male","phase_014_subj_12",NA,NA,NA,NA
20,373,5,7,6,6,2,4,3,5,5,5,5,2,-1,2,-2,2,3,3,2,5,5,5,5,5,3,4,4,4,5,5,7,5,5,4,8,7,8,9,5,6,6,7,5,3,6,5,6,5,4,3,4,5,5,6,5,5,6,7,3,6,3,3,2,6,3,6,6,7,3,2,7,2,3,6,3,7,5,6,"Male","phase_014_subj_32",NA,NA,NA,NA
21,67,7,6,6,7,6,5,2,5,2,4,5,3,2,3,2,2,3,2,3,5,4,4,2,4,5,5,4,4,5,8,7,9,8,7,8,8,9,8,6,6,1,6,5,2,3,6,5,6,5,2,7,6,5,6,5,6,6,5,6,6,4,2,7,5,6,6,5,7,7,2,7,7,6,7,7,6,6,7,"Female","phase_014_subj_47",NA,NA,NA,NA
22,217,6,5,6,6,5,4,4,4,4,5,5,2,2,3,1,2,2,3,3,5,4,5,5,5,4,5,4,4,5,6,8,6,8,7,6,7,8,8,5,5,5,6,5,3,6,3,5,5,5,5,6,3,3,5,5,5,5,6,3,6,3,3,3,6,3,7,5,7,6,5,5,6,3,6,5,6,5,5,"Female","phase_014_subj_18",NA,NA,NA,NA
23,148,5,4,5,4,4,5,2,4,4,4,5,2,2,-1,1,-1,1,1,1,5,5,5,5,5,4,4,4,4,4,4,6,6,7,4,4,6,5,6,5,3,3,4,3,2,5,2,3,1,2,2,5,4,1,6,2,3,3,3,3,4,3,3,3,5,2,5,5,5,3,3,4,3,3,3,3,5,3,3,"Female","phase_014_subj_11",NA,NA,NA,NA
24,266,7,6,7,6,5,4,5,5,5,5,5,3,-1,1,2,2,3,3,2,5,5,5,5,4,4,5,4,5,5,7,8,8,6,7,8,7,8,8,7,7,5,7,7,5,5,3,7,7,6,5,6,6,6,7,5,7,6,7,6,5,5,7,7,7,6,6,7,7,7,5,7,6,5,7,7,5,7,7,"Female","phase_014_subj_21",NA,NA,NA,NA
25,595,5,4,5,3,2,4,3,4,4,3,4,2,-1,1,2,-1,1,2,1,4,4,4,3,4,3,4,3,4,3,6,7,6,6,5,7,7,6,7,4,5,5,4,6,3,5,5,5,4,3,3,5,4,5,4,6,4,5,4,3,3,3,2,4,6,3,5,5,4,3,3,5,4,4,3,2,5,3,4,"Male","phase_014_subj_51",NA,NA,NA,NA
26,195,6,5,7,6,6,4,4,4,5,5,4,1,1,2,3,2,2,3,3,4,5,5,5,4,4,5,4,5,4,6,7,7,8,3,7,5,4,7,5,6,5,5,6,3,6,7,6,7,6,3,6,5,3,3,6,7,6,5,3,6,3,3,3,5,5,6,7,7,7,3,7,1,3,3,7,7,3,6,"Male","phase_014_subj_16",NA,NA,NA,NA
27,141,6,6,6,6,6,4,2,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,5,5,3,4,4,4,4,7,8,8,8,8,7,8,8,9,7,6,4,6,6,6,4,1,6,5,5,4,5,6,5,6,6,4,2,6,6,4,6,6,5,6,6,4,7,7,7,5,7,4,2,6,6,6,4,6,"Female","phase_014_subj_10",NA,NA,NA,NA
28,388,4,5,6,3,1,5,3,3,5,5,5,1,-1,-2,2,-2,2,2,3,5,4,5,5,3,2,4,4,4,3,5,8,7,5,7,4,8,3,6,4,6,7,5,5,4,2,7,3,3,4,2,4,3,1,4,3,4,7,5,1,5,1,1,1,6,6,4,7,7,7,3,7,1,1,5,1,1,1,4,"Female","phase_014_subj_36",NA,NA,NA,NA
29,294,7,6,7,6,7,5,2,5,5,5,5,1,-1,3,2,3,2,3,3,5,4,4,5,4,4,5,4,5,4,8,8,7,7,8,7,8,7,8,7,7,2,7,5,6,6,1,6,7,7,3,5,2,7,7,6,7,2,5,7,7,6,7,7,7,6,5,7,7,7,6,7,6,7,7,7,7,7,6,"Female","phase_014_subj_24",NA,NA,NA,NA
30,211,4,4,4,2,3,4,3,3,5,4,5,2,-2,2,1,-3,2,3,3,4,5,5,4,4,3,4,3,4,3,6,5,4,5,7,5,4,5,5,3,2,5,2,4,4,7,6,5,4,5,2,5,5,5,6,4,3,3,4,3,5,2,5,4,5,2,5,6,5,7,3,4,5,4,7,1,7,3,4,"Male","phase_014_subj_17",NA,NA,NA,NA
31,652,4,4,4,3,3,4,3,2,4,4,5,2,-1,-1,2,-1,-1,1,1,5,4,5,4,4,3,4,4,4,4,5,6,5,5,5,4,5,5,6,3,6,3,6,5,3,5,1,4,3,2,3,5,3,2,5,3,6,3,6,2,3,2,2,3,7,1,6,1,6,7,1,7,1,2,3,1,7,1,1,"Female","phase_014_subj_53",NA,NA,NA,NA
32,460,6,5,6,5,7,4,3,4,4,5,4,2,2,1,3,-2,2,3,2,5,5,5,5,5,4,4,3,4,5,6,7,4,7,6,5,8,4,6,4,6,2,4,6,1,6,2,5,2,3,2,5,2,2,5,5,4,3,3,2,2,3,3,3,6,3,6,6,4,2,2,3,2,2,3,1,6,3,3,"Male","phase_014_subj_45",NA,NA,NA,NA
33,381,6,6,5,2,4,4,2,3,5,5,5,-2,2,1,2,-2,1,2,2,5,4,5,5,4,5,4,4,5,4,6,8,7,8,7,5,7,8,9,7,6,4,7,3,4,6,1,4,4,3,2,7,6,7,3,4,7,4,3,3,2,5,2,4,6,3,7,2,6,6,3,3,1,3,7,2,7,6,4,"Male","phase_014_subj_34",NA,NA,NA,NA
34,391,5,5,6,3,4,5,4,4,4,5,5,1,-1,-1,1,2,2,2,2,4,4,5,4,3,2,2,3,2,3,5,4,6,6,6,6,5,6,6,3,5,5,4,4,3,6,5,5,5,4,3,5,2,4,4,5,7,6,5,2,4,3,1,2,3,6,6,2,7,7,6,7,4,4,6,1,6,3,7,"Female","phase_014_subj_37",NA,NA,NA,NA
35,133,6,5,5,4,2,4,3,4,5,5,5,-1,-1,1,-1,-1,1,2,1,5,4,5,1,4,4,3,4,4,4,6,4,7,8,4,8,6,8,8,4,5,5,3,3,3,2,3,4,3,2,2,5,3,6,5,4,4,6,5,3,4,3,7,3,7,7,6,7,7,4,7,7,3,7,6,3,6,3,6,"Female","phase_014_subj_8",NA,NA,NA,NA
36,372,5,3,4,3,1,4,4,4,4,4,5,-1,-1,-1,1,-1,1,1,1,4,4,4,4,4,4,3,3,4,3,3,4,4,4,2,2,3,4,4,5,3,3,3,5,3,3,5,4,3,3,3,5,5,3,4,5,5,3,5,3,3,3,3,3,5,3,4,4,5,6,5,6,3,4,5,3,5,3,3,"Female","phase_014_subj_31",NA,NA,NA,NA
37,102,5,2,5,1,1,5,3,4,4,5,5,1,1,2,3,-2,2,2,3,5,4,5,4,2,1,2,3,4,3,4,6,4,8,3,7,6,5,7,5,5,3,3,6,2,5,2,5,5,2,2,5,1,1,5,5,4,6,3,1,2,2,1,1,2,6,2,1,7,1,1,1,1,1,2,1,7,1,3,"Female","phase_014_subj_5",NA,NA,NA,NA
38,552,6,6,6,5,6,5,3,4,4,4,5,1,1,2,2,-1,1,1,2,4,4,4,4,3,4,4,4,4,4,4,5,4,5,3,4,4,4,5,4,6,5,4,5,3,3,2,5,4,2,3,5,3,4,3,3,6,5,4,3,4,3,2,3,6,2,6,3,6,4,3,5,4,3,5,6,4,2,4,"Male","phase_014_subj_49",NA,NA,NA,NA
39,193,6,6,6,6,3,5,2,5,5,5,5,3,2,2,2,2,3,2,2,5,5,5,5,5,5,5,5,5,5,6,7,7,8,6,8,6,7,7,6,4,3,5,6,3,3,5,5,4,4,3,4,7,5,5,4,5,3,5,3,5,4,6,3,7,6,6,6,6,7,7,7,7,7,7,6,6,7,6,"Female","phase_014_subj_15",NA,NA,NA,NA
1,221,6,4,5,5,1,5,4,4,4,4,5,1,-1,2,1,-3,2,1,1,5,5,5,4,5,3,3,4,3,5,4,4,7,5,3,8,5,7,5,6,5,2,4,4,2,4,3,5,5,4,3,4,3,2,3,4,2,3,4,2,3,3,2,3,4,3,5,1,5,7,3,6,5,3,4,2,4,3,2,"Female","phase_015_subj_46",NA,NA,"赵",NA
2,681,6,4,6,6,1,5,4,4,5,4,5,2,-1,1,1,-2,2,2,-1,5,5,5,4,5,3,4,4,3,5,6,6,8,7,5,5,4,6,5,5,6,2,5,6,3,5,1,4,5,3,4,4,3,2,4,4,5,1,4,2,2,3,2,3,5,4,6,2,5,7,3,6,6,4,5,3,7,3,2,"Female","phase_015_subj_16",NA,NA,"郑",NA
3,79,4,3,3,2,3,4,5,3,4,5,4,-2,1,-2,1,-1,2,1,1,4,4,5,5,5,1,3,2,4,4,3,4,2,4,1,5,3,4,4,5,5,5,3,4,3,7,1,4,5,3,3,2,3,6,6,4,2,6,5,3,6,3,1,2,2,7,7,3,7,1,1,7,1,2,2,1,7,3,7,"Male","phase_015_subj_8",NA,NA,"R",NA
4,540,7,7,7,7,7,5,5,5,5,5,5,3,1,3,2,3,3,3,3,5,5,5,5,5,4,4,5,5,4,7,7,8,8,7,6,8,8,8,7,7,7,7,7,7,7,1,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male","phase_015_subj_32",NA,NA,"周",NA
5,404,7,7,7,7,7,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,1,5,5,5,5,5,8,7,8,8,8,7,8,9,7,7,7,7,7,7,7,7,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male","phase_015_subj_23",NA,NA,"杨",NA
6,380,7,7,7,7,6,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,8,7,7,8,7,8,7,9,7,7,7,7,7,7,7,6,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,"Male","phase_015_subj_22",NA,NA,"朱",NA
7,591,7,7,7,7,7,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,8,8,7,8,7,8,8,9,8,7,7,7,7,7,7,7,1,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,"Male","phase_015_subj_38",NA,NA,"刘",NA
8,588,4,3,4,3,2,4,3,3,4,3,4,1,1,-1,1,-1,1,1,2,4,4,5,4,4,3,3,3,3,4,6,5,6,5,6,7,6,5,6,5,4,5,5,5,4,5,4,5,3,4,3,4,4,5,4,5,3,4,3,3,4,4,4,3,4,3,4,5,6,5,3,4,2,4,3,3,4,3,4,"Male","phase_015_subj_37",NA,NA,"张",NA
9,562,6,6,7,5,5,4,2,5,3,2,3,3,2,1,2,2,2,3,2,5,5,5,5,5,4,4,4,4,3,3,3,4,4,2,3,2,1,3,6,5,5,4,5,2,5,1,6,2,6,3,6,2,4,6,3,3,5,3,3,5,3,4,3,7,4,6,5,6,3,7,3,4,2,6,3,6,3,6,"Male","phase_015_subj_33",NA,NA,"冯",NA
10,700,7,7,7,7,6,5,5,5,5,5,5,3,2,3,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,8,8,7,8,6,7,8,9,8,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,"Male","phase_015_subj_49",NA,NA,"王",NA
11,624,3,3,4,3,2,3,2,2,2,1,4,-1,-1,-2,1,-2,-2,-2,-2,5,4,5,4,4,4,5,4,5,4,4,5,4,6,4,3,6,5,6,4,2,2,3,2,3,2,4,1,2,1,2,5,4,1,3,3,3,3,2,3,3,3,1,3,3,3,7,2,6,5,3,6,5,2,5,5,6,3,4,"Female","phase_015_subj_42",NA,NA,"刘",NA
12,112,2,1,1,2,1,4,3,4,5,5,5,3,-1,1,2,-3,1,2,2,5,4,5,4,5,4,3,4,4,4,7,7,8,8,7,9,7,8,8,4,6,3,3,3,2,4,2,3,3,3,2,6,2,1,5,5,3,4,3,1,2,1,1,2,7,2,7,7,7,7,6,6,5,2,7,2,7,3,3,"Male","phase_015_subj_12",NA,NA,"张",NA
13,18,2,1,2,1,1,2,1,1,2,2,2,-2,-1,-3,-2,-1,-2,-2,-2,1,2,3,2,2,1,1,1,2,2,1,4,3,3,1,1,2,1,2,2,2,3,3,2,1,2,3,1,2,1,2,3,1,1,1,2,2,2,2,1,1,3,1,2,5,1,3,1,4,3,1,2,1,1,3,1,7,2,2,"Male","phase_015_subj_3",NA,NA,"李",NA
14,571,1,1,2,1,1,2,1,1,2,1,1,-2,1,-3,-2,-2,-1,-1,-1,3,2,2,4,1,1,1,1,2,2,2,4,3,4,2,2,2,2,3,2,3,1,3,2,1,1,3,2,2,1,3,3,2,1,1,2,2,2,3,3,1,3,1,2,7,2,3,1,7,3,1,3,2,2,3,3,7,3,2,"Male","phase_015_subj_35",NA,NA,"罗",NA
15,592,5,4,3,3,4,4,2,3,4,4,4,2,1,1,3,1,1,3,3,5,4,5,4,4,3,3,4,2,3,4,3,5,6,2,4,2,5,6,3,2,3,3,5,2,6,2,7,1,4,1,6,2,6,2,2,4,5,5,2,3,3,1,1,6,3,7,2,6,6,2,3,1,2,6,7,6,1,3,"Female","phase_015_subj_39",NA,NA,"李",NA
16,389,7,7,7,7,7,5,5,5,5,5,5,3,3,3,2,3,3,3,3,5,5,5,5,1,5,5,5,5,5,8,7,8,8,8,7,8,8,8,7,7,7,7,7,6,7,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male","phase_015_subj_47",NA,NA,"陈",NA
17,322,6,6,6,5,5,5,4,4,5,5,5,3,-2,1,-1,-1,-2,2,1,5,4,2,5,4,5,4,4,4,4,4,4,7,6,6,4,4,7,6,3,5,1,2,5,2,3,3,5,2,2,2,2,2,2,6,3,4,2,3,3,3,3,2,2,6,2,5,5,7,5,3,7,2,3,3,2,6,2,3,"Female","phase_015_subj_18",NA,NA,"王",NA
18,507,6,5,6,3,4,5,4,4,5,5,5,2,1,-1,1,2,3,2,2,4,4,5,5,4,5,4,3,4,5,6,5,7,6,5,6,7,6,5,5,7,6,6,7,3,6,1,5,6,4,3,4,2,5,5,5,5,6,6,3,3,2,4,5,6,3,7,5,6,6,4,7,7,4,7,6,7,5,4,"Male","phase_015_subj_29",NA,NA,"张",NA
19,223,6,6,6,4,3,4,3,4,4,4,5,3,2,2,2,1,2,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,6,6,5,6,7,7,6,6,4,6,5,3,6,1,6,5,4,5,5,3,5,3,6,3,5,5,1,4,3,6,1,7,1,4,1,7,7,2,1,1,6,5,1,2,1,2,"Male","phase_015_subj_17",NA,NA,"何",NA
20,25,5,5,5,5,4,4,4,4,4,4,5,2,2,1,1,1,2,2,2,5,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,6,5,5,5,3,5,5,6,5,5,3,3,5,5,5,5,6,6,6,3,3,3,3,2,5,3,6,6,5,6,5,6,5,3,6,5,5,3,5,"Male","phase_015_subj_5",NA,NA,"李",NA
21,459,6,5,7,6,6,5,4,5,5,5,5,2,1,2,1,3,1,2,3,5,5,5,5,5,4,5,5,5,4,3,4,2,7,2,8,6,5,6,7,3,2,7,7,5,6,1,7,3,7,6,6,3,5,5,6,3,3,7,3,3,3,2,3,7,3,6,6,7,7,3,6,1,7,5,6,6,5,4,"Female","phase_015_subj_28",NA,NA,"林",NA
22,89,3,2,3,1,3,4,1,2,3,2,5,-1,1,-3,1,-3,-1,-2,1,5,4,5,4,4,3,4,2,4,3,5,6,3,7,4,4,5,5,6,2,3,3,3,3,2,2,2,3,2,3,2,3,3,1,5,3,3,3,2,2,3,4,3,3,6,5,5,2,7,7,3,5,2,2,3,2,3,2,5,"Female","phase_015_subj_9",NA,NA,"文",NA
23,375,7,6,7,6,6,5,5,5,5,5,5,2,1,1,-2,2,3,2,3,5,4,5,5,5,4,4,4,5,5,7,9,6,9,7,3,8,7,9,7,6,3,3,7,2,7,2,6,6,2,1,6,1,2,6,6,7,6,6,3,2,1,2,2,5,2,6,7,7,6,7,7,6,1,6,3,7,3,6,"Male","phase_015_subj_21",NA,NA,"陈",NA
24,458,6,6,7,5,2,4,4,4,5,4,5,2,-1,2,-1,2,3,2,2,5,4,5,4,3,1,3,4,3,5,5,6,5,6,5,5,6,5,5,6,5,4,6,5,4,5,6,6,5,5,4,7,5,2,5,6,4,6,6,3,6,3,3,2,6,6,4,5,6,4,5,3,3,2,7,3,1,3,6,"Female","phase_015_subj_27",NA,NA,"余",NA
25,201,4,4,3,3,2,4,4,4,5,5,4,1,-1,-1,1,-3,1,2,2,4,4,5,5,4,4,5,4,4,3,5,6,5,5,5,6,5,6,7,4,5,5,6,4,4,3,6,4,4,3,3,5,4,3,6,3,4,5,6,3,3,3,6,4,6,5,5,6,5,5,5,5,5,3,6,3,5,2,6,"Male",NA,NA,NA,"姜",NA
26,110,5,5,5,6,4,3,4,4,5,4,5,1,-1,2,2,-1,2,2,2,4,4,5,4,3,4,4,5,4,5,4,6,4,5,5,4,5,6,6,4,6,3,4,5,4,5,2,4,5,4,5,5,3,6,5,5,4,5,6,4,5,4,6,2,5,7,3,7,7,7,5,4,6,3,6,7,5,5,6,"Male","phase_015_subj_11",NA,NA,"王",NA
27,448,6,6,6,6,5,5,2,4,4,4,5,1,1,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,3,5,5,5,5,3,5,7,5,7,5,5,5,3,5,5,5,5,3,3,3,5,3,5,3,5,3,5,3,5,3,5,7,1,3,5,3,5,3,5,"Female","phase_015_subj_26",NA,NA,"罗",NA
28,672,6,6,7,6,5,4,5,4,5,5,5,2,1,2,2,2,3,2,2,5,4,5,4,4,4,4,4,5,4,6,6,7,7,4,7,7,6,8,4,6,4,7,5,6,6,6,6,5,6,5,5,6,6,7,5,7,6,6,2,6,3,6,5,6,7,6,6,6,6,7,6,6,3,7,7,6,6,7,"Male","phase_015_subj_45",NA,NA,"张",NA
29,6,5,4,5,5,6,5,4,4,4,4,5,-2,-1,2,2,-1,1,2,1,5,5,4,4,5,4,4,5,4,4,6,5,3,6,4,5,5,4,6,5,3,6,5,4,2,5,3,3,2,5,3,6,3,3,6,4,4,5,4,2,5,6,5,3,6,5,5,6,5,5,6,4,5,6,5,5,6,3,5,"Male","phase_015_subj_1",NA,NA,"黄",NA
