"V1","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","ID","trap1","correct_answer","trap1_item"
26,389,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,2,2,3,2,5,2,NA,"phase_015_subj_47",1,NA,NA
27,375,4,4,4,4,4,4,3,2,4,4,5,5,4,4,4,5,5,5,5,4,1,2,2,1,1,1,4,4,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,5,1,1,2,1,5,2,2,2,1,NA,"phase_015_subj_21",1,NA,NA
28,571,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,4,4,5,4,4,NA,"phase_015_subj_35",3,NA,NA
29,380,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,2,2,1,1,3,1,NA,"phase_015_subj_22",1,NA,NA
30,507,4,3,4,3,3,3,4,4,4,3,4,4,3,4,5,5,4,4,4,5,2,1,2,2,1,2,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,1,4,2,1,1,4,3,2,3,NA,"phase_015_subj_29",2,NA,NA
31,223,3,3,4,3,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,5,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,5,2,3,2,1,4,4,5,3,2,NA,"phase_015_subj_17",3,NA,NA
32,672,3,3,4,4,3,3,4,4,3,4,4,4,4,5,5,4,5,4,5,4,2,1,2,1,1,2,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,2,2,4,4,3,4,2,NA,"phase_015_subj_45",1,NA,NA
33,76,3,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,5,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,3,4,2,3,1,NA,"phase_015_subj_7",4,NA,NA
34,599,3,3,3,3,3,3,2,3,4,4,3,2,2,3,2,2,2,2,3,4,4,5,4,4,2,3,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,4,5,3,4,4,3,4,NA,"phase_015_subj_40",1,NA,NA
35,321,3,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,4,3,5,4,2,3,2,2,2,1,4,4,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,4,2,4,3,2,4,4,5,3,2,NA,"phase_015_subj_19",1,NA,NA
36,513,4,4,4,4,3,4,4,4,1,4,5,4,3,4,4,5,5,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,3,4,2,4,4,4,2,2,NA,"phase_015_subj_30",2,NA,NA
37,369,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,2,2,3,2,5,5,3,3,3,3,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,4,4,3,NA,"phase_015_subj_20",2,NA,NA
38,568,3,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,5,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,3,3,1,2,1,NA,"phase_015_subj_34",1,NA,NA
39,23,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,5,2,3,2,2,4,2,2,4,2,NA,"phase_015_subj_4",4,NA,NA
40,526,3,3,3,3,3,3,3,2,3,3,4,4,2,4,3,4,3,3,4,4,3,4,1,4,3,3,2,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,4,4,3,4,2,4,4,2,2,NA,"phase_015_subj_31",5,NA,NA
41,201,3,3,4,3,4,3,3,3,4,4,4,5,4,3,3,4,4,3,4,4,1,2,2,2,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,2,2,1,2,3,4,3,2,1,NA,"phase_015_subj_15",5,NA,NA
42,6,4,4,4,3,4,4,3,3,3,4,4,1,2,4,3,4,4,3,4,4,2,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,5,4,5,4,4,2,NA,"phase_015_subj_1",5,NA,NA
43,126,3,3,3,3,2,4,4,4,3,4,4,2,1,3,1,4,4,2,4,4,2,4,4,4,4,3,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,1,4,1,2,4,2,2,NA,"phase_015_subj_13",5,NA,NA
44,448,4,4,3,3,3,3,4,4,3,3,5,2,2,4,2,4,2,2,5,2,2,4,2,2,2,2,2,2,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,2,2,2,2,2,4,4,4,4,NA,"phase_015_subj_26",NA,NA,NA
45,79,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,2,4,4,1,2,1,1,2,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,4,2,3,4,4,2,1,3,NA,"phase_015_subj_8",1,NA,NA
46,25,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,2,2,3,4,4,4,2,NA,"phase_015_subj_5",2,NA,NA
1,412,2,2,3,2,2,2,3,2,2,4,3,4,4,2,3,3,2,2,3,2,4,4,4,4,4,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,4,5,3,2,NA,"phase_016_subj_53",3,NA,NA
2,11,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,2,3,3,4,3,4,3,4,3,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,5,2,2,5,2,4,4,2,4,3,NA,"phase_016_subj_2",2,NA,NA
3,347,3,3,3,3,3,3,2,1,3,3,3,2,2,3,1,3,2,2,2,2,5,5,5,5,4,5,5,5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,4,4,1,4,5,5,5,2,2,NA,"phase_016_subj_44",1,NA,NA
4,407,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,4,2,2,2,2,3,4,2,4,2,NA,"phase_016_subj_52",2,NA,NA
5,691,3,3,3,3,2,3,3,4,3,3,4,2,2,3,4,3,4,4,4,3,2,1,1,1,1,1,4,4,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,4,1,3,3,1,3,1,1,3,1,NA,"phase_016_subj_83",1,NA,NA
6,451,2,2,2,2,2,2,1,2,2,3,4,2,1,2,2,2,2,1,3,3,5,4,5,4,4,5,5,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,2,5,4,2,2,1,1,NA,"phase_016_subj_58",NA,NA,NA
7,654,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,4,3,3,3,2,2,2,3,2,3,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,2,4,3,4,2,1,2,1,NA,"phase_016_subj_75",NA,NA,NA
8,592,3,3,4,4,4,3,3,4,4,4,4,5,5,4,5,4,5,5,4,5,2,1,2,2,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,1,1,1,1,2,1,NA,"phase_016_subj_68",3,NA,NA
9,386,3,4,4,4,4,4,4,4,4,4,4,4,2,2,5,4,5,4,5,5,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,4,4,5,5,4,4,NA,"phase_016_subj_48",2,NA,NA
10,122,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,4,5,4,4,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,4,3,4,3,3,2,2,2,NA,"phase_016_subj_14",1,NA,NA
11,197,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,5,4,5,4,4,3,4,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,4,4,4,4,5,4,5,NA,"phase_016_subj_28",1,NA,NA
12,274,3,4,4,3,4,4,3,3,4,3,4,4,5,4,4,4,4,5,4,4,2,1,2,2,1,2,2,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,4,2,2,1,2,2,4,2,3,2,NA,"phase_016_subj_33",1,NA,NA
13,390,3,3,3,3,3,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,1,2,4,5,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,4,3,2,2,4,4,4,2,2,2,NA,"phase_016_subj_49",5,NA,NA
14,219,4,3,4,3,3,3,4,3,4,4,4,4,3,3,2,5,4,2,3,5,2,4,3,4,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,2,3,1,4,4,2,1,1,NA,"phase_016_subj_29",5,NA,NA
15,574,4,4,3,3,2,3,3,2,4,4,4,3,3,4,2,4,3,2,4,2,4,5,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,3,4,4,4,4,3,2,NA,"phase_016_subj_66",5,NA,NA
16,447,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,5,5,4,5,4,3,4,3,4,3,2,3,3,2,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,4,3,2,1,3,4,3,5,1,1,NA,"phase_016_subj_57",3,NA,NA
17,280,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,2,1,1,1,1,NA,"phase_016_subj_35",4,NA,NA
18,669,3,3,4,2,4,2,2,3,4,4,4,5,2,3,4,2,4,5,4,4,4,4,3,4,4,4,4,4,4,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4,5,5,2,4,5,4,4,2,3,NA,"phase_016_subj_80",2,NA,NA
19,12,3,3,3,3,3,4,4,3,3,4,4,2,3,4,3,4,3,3,4,4,5,4,4,5,3,4,4,2,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,5,4,5,4,4,4,5,4,2,NA,"phase_016_subj_3",1,NA,NA
20,306,3,4,4,3,1,3,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,1,2,1,1,5,4,4,1,1,NA,"phase_016_subj_37",1,NA,NA
21,419,3,1,3,2,3,2,2,2,3,3,2,2,2,3,4,2,2,3,2,3,4,5,4,4,4,4,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,4,3,4,3,4,4,3,4,NA,"phase_016_subj_54",5,NA,NA
22,639,4,3,4,3,4,4,3,3,4,4,5,3,2,4,4,5,3,4,5,3,2,3,2,3,2,1,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,4,3,2,4,3,4,5,2,NA,"phase_016_subj_72",NA,NA,NA
23,348,3,3,3,3,3,3,3,2,3,3,4,4,3,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,4,2,2,2,3,2,3,2,NA,"phase_016_subj_45",1,NA,NA
24,656,3,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,4,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,4,5,2,2,5,3,4,4,4,2,NA,"phase_016_subj_77",NA,NA,NA
25,659,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,4,3,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,3,2,4,3,4,3,NA,"phase_016_subj_78",3,NA,NA
26,276,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,3,4,4,3,3,3,3,NA,"phase_016_subj_34",NA,NA,NA
27,173,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,1,2,4,4,1,2,NA,"phase_016_subj_24",4,NA,NA
28,307,3,4,4,4,2,3,4,3,4,4,5,4,4,4,4,5,5,5,5,4,2,2,1,1,2,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,2,1,2,4,2,2,1,NA,"phase_016_subj_38",1,NA,NA
29,35,3,4,3,4,2,3,2,2,3,3,3,4,2,2,2,2,3,2,4,4,4,2,4,2,4,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,2,4,1,2,4,5,2,NA,"phase_016_subj_6",4,NA,NA
30,140,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,5,5,4,5,5,2,2,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,5,2,3,2,3,2,3,5,4,4,NA,"phase_016_subj_16",3,NA,NA
31,524,4,3,4,3,3,4,4,2,4,4,4,4,5,4,5,5,4,4,4,5,2,2,2,1,1,2,2,5,2,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,3,4,2,1,5,3,4,5,2,NA,"phase_016_subj_61",4,NA,NA
32,651,3,4,3,3,3,4,4,3,4,4,4,3,4,4,4,5,4,3,4,4,1,2,2,2,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,4,4,2,1,4,4,2,2,1,NA,"phase_016_subj_74",5,NA,NA
33,1,3,3,4,3,3,3,3,2,3,3,4,3,2,4,4,4,4,3,4,4,2,3,3,2,2,2,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,3,2,2,4,2,4,4,3,1,NA,"phase_016_subj_84",NA,NA,NA
34,110,3,4,4,3,4,4,3,3,4,3,4,4,5,4,4,5,5,4,4,5,3,4,5,4,4,4,4,1,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,2,1,2,3,2,3,4,2,3,NA,"phase_016_subj_11",2,NA,NA
35,444,3,3,3,3,2,3,3,3,3,3,4,3,2,4,1,4,3,2,4,3,3,3,4,2,2,2,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,3,4,3,4,2,4,3,NA,"phase_016_subj_56",5,NA,NA
36,400,2,3,3,1,3,3,2,2,3,4,4,3,4,3,2,2,3,1,3,2,3,2,1,3,4,3,3,2,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,3,2,1,2,3,3,2,2,3,4,NA,"phase_016_subj_50",NA,NA,NA
37,27,4,3,3,3,2,3,2,2,3,4,4,4,4,4,2,4,3,2,4,5,2,3,1,2,1,2,4,4,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,3,3,4,4,5,4,5,2,NA,"phase_016_subj_4",4,NA,NA
38,151,3,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,4,4,4,5,4,4,4,2,2,NA,"phase_016_subj_20",5,NA,NA
39,681,3,3,4,4,4,4,3,3,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,3,4,3,4,4,2,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,4,2,2,2,4,2,4,4,2,1,NA,"phase_016_subj_82",1,NA,NA
40,238,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,4,3,4,3,4,3,2,5,3,3,NA,"phase_016_subj_31",1,NA,NA
41,603,3,4,4,3,4,3,4,3,3,4,4,3,2,4,3,4,4,4,4,3,3,2,2,2,3,2,1,2,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,4,1,4,2,3,2,4,2,4,2,NA,"phase_016_subj_70",2,NA,NA
42,672,3,3,3,4,2,3,3,3,3,4,4,4,2,5,4,4,2,2,4,5,2,2,2,1,3,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,5,4,4,2,2,4,4,4,3,NA,"phase_016_subj_81",1,NA,NA
43,99,4,4,4,4,4,4,4,1,4,4,5,4,4,4,4,5,5,4,4,4,2,2,3,2,3,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,4,1,2,1,1,2,4,4,3,2,NA,"phase_016_subj_10",NA,NA,NA
44,336,3,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,3,4,3,4,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,1,2,2,3,3,4,2,NA,"phase_016_subj_42",3,NA,NA
45,600,3,3,3,2,2,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,2,2,4,3,3,2,2,NA,"phase_016_subj_69",1,NA,NA
46,120,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,5,2,4,2,3,2,2,4,2,2,NA,"phase_016_subj_13",4,NA,NA
47,381,3,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,4,3,4,5,2,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,3,4,1,3,3,2,1,NA,"phase_016_subj_47",2,NA,NA
48,63,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,4,5,3,4,5,2,1,2,2,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,1,3,3,2,4,3,1,NA,"phase_016_subj_8",5,NA,NA
49,304,3,3,4,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,3,4,2,2,2,1,2,2,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,4,4,2,2,4,2,2,4,2,NA,"phase_016_subj_36",1,NA,NA
50,430,3,4,4,3,3,3,3,3,3,4,4,4,5,4,5,4,4,4,4,4,3,2,2,2,2,2,2,3,3,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,2,2,1,3,4,NA,3,4,2,NA,"phase_016_subj_46",3,NA,NA
51,463,3,3,3,3,2,3,2,2,3,4,3,2,2,3,3,2,2,3,4,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,3,2,2,1,4,2,NA,"phase_016_subj_59",5,NA,NA
52,368,4,4,3,3,4,1,3,3,3,3,5,5,5,5,5,5,5,3,3,4,1,1,2,2,3,2,2,4,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,2,4,3,1,2,3,3,2,2,2,NA,"phase_016_subj_55",1,NA,NA
53,647,3,3,4,3,3,3,3,3,4,3,4,3,1,3,3,4,4,2,4,5,4,5,4,4,5,3,4,5,4,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,4,2,4,1,2,4,5,4,2,3,NA,"phase_016_subj_73",1,NA,NA
54,220,3,3,4,3,3,3,3,2,3,3,4,2,3,3,2,4,3,4,4,4,4,4,3,4,3,2,3,3,3,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,5,2,2,3,4,3,3,2,4,2,NA,"phase_016_subj_30",1,NA,NA
55,328,4,3,4,4,2,4,3,2,4,4,5,4,2,5,2,4,3,2,4,3,2,3,1,2,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,4,4,4,5,5,3,4,NA,"phase_016_subj_40",1,NA,NA
56,509,3,3,3,3,3,3,3,3,4,4,3,4,2,3,4,4,3,2,4,4,4,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,4,4,2,3,2,2,2,NA,"phase_016_subj_60",2,NA,NA
57,534,3,3,2,2,3,3,2,2,2,2,3,2,2,3,2,3,2,2,4,3,3,2,4,4,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,4,4,4,4,2,2,NA,"phase_016_subj_62",1,NA,NA
58,173,2,3,1,4,2,2,2,3,1,1,3,2,1,3,3,3,2,3,3,2,3,2,2,3,2,3,3,4,4,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,4,4,4,3,3,4,4,4,3,2,NA,"phase_016_subj_25",3,NA,NA
59,263,3,4,4,3,4,3,4,2,4,4,5,5,4,4,4,5,5,4,5,5,2,2,1,2,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,3,2,2,4,3,3,2,NA,"phase_016_subj_32",NA,NA,NA
60,77,3,3,3,3,3,3,3,2,3,3,4,4,2,4,2,4,4,2,4,4,4,2,2,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,2,2,4,4,4,2,2,NA,"phase_016_subj_9",5,NA,NA
61,631,3,3,3,3,3,3,3,2,3,3,4,3,2,4,4,4,4,3,4,4,2,3,1,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,5,5,5,3,5,3,3,2,2,2,NA,"phase_016_subj_71",NA,NA,NA
62,30,3,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,5,5,3,5,3,2,3,3,2,2,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,3,2,1,2,3,3,2,4,2,NA,"phase_016_subj_5",2,NA,NA
63,403,4,3,3,4,3,3,4,3,3,4,4,2,4,4,4,4,4,2,4,4,4,3,4,4,4,3,4,4,2,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,5,2,2,2,4,5,5,4,4,2,NA,"phase_016_subj_51",1,NA,NA
64,345,3,4,4,3,2,4,3,1,4,3,4,5,4,4,3,4,4,4,5,4,1,2,2,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,1,4,3,4,3,3,2,NA,"phase_016_subj_43",1,NA,NA
65,547,3,3,2,3,1,3,2,2,2,3,5,3,3,4,3,2,3,4,3,4,4,4,4,4,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,2,NA,1,1,1,1,1,NA,"phase_016_subj_63",1,NA,NA
66,667,4,3,4,4,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,2,2,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,5,4,2,4,1,2,1,1,4,2,NA,"phase_016_subj_79",1,NA,NA
67,584,3,4,3,3,3,3,3,1,3,3,4,3,1,4,4,4,3,2,4,4,2,3,4,1,3,2,2,3,4,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,4,5,4,2,4,3,4,3,2,2,NA,"phase_016_subj_67",1,NA,NA
68,140,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,5,5,5,5,4,5,5,5,5,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,4,1,3,4,1,2,4,3,NA,3,NA,"phase_016_subj_17",1,NA,NA
69,2,3,3,4,3,4,3,3,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,4,4,4,2,2,4,4,2,2,3,NA,"phase_016_subj_85",NA,NA,NA
70,257,3,4,4,3,3,3,4,2,3,4,4,4,4,4,4,4,5,4,4,4,1,1,2,2,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,2,3,2,4,4,3,4,2,NA,"phase_016_subj_86",3,NA,NA
71,6,3,4,2,3,2,4,3,3,3,3,5,3,4,4,2,4,4,4,5,4,5,5,4,5,1,1,5,5,3,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,4,1,1,5,5,5,5,2,1,NA,"phase_016_subj_1",5,NA,NA
1,80,3,3,3,3,4,3,2,2,3,3,4,3,3,3,4,4,3,3,4,3,3,2,2,3,2,2,2,4,2,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,4,2,1,2,3,4,2,4,5,2,NA,"phase_017_subj_17",1,NA,NA
2,93,2,1,2,2,2,2,2,2,2,3,3,3,1,3,2,2,2,2,2,3,5,5,4,4,5,4,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,5,4,4,4,3,3,4,5,NA,"phase_017_subj_25",3,NA,NA
3,73,4,3,4,4,1,3,2,1,1,2,3,4,4,4,5,4,4,4,2,5,4,4,5,5,4,4,5,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,5,5,4,5,5,4,4,2,1,NA,"phase_017_subj_15",NA,NA,NA
4,366,3,3,3,3,3,3,4,2,3,3,4,3,4,4,3,4,4,4,4,4,2,2,2,1,2,2,2,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,4,2,4,4,5,4,5,4,4,2,NA,"phase_017_subj_83",1,NA,NA
5,473,2,2,2,2,2,2,3,1,2,2,3,2,1,3,2,2,2,2,3,2,5,5,4,4,4,4,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,5,4,3,4,5,3,2,2,NA,"phase_017_subj_117",2,NA,NA
6,538,3,3,2,2,3,3,3,3,3,3,4,3,3,3,2,4,3,2,3,3,4,4,2,4,3,3,3,3,4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4,4,4,2,2,3,3,4,3,3,NA,"phase_017_subj_131",3,NA,NA
7,105,3,3,4,3,3,3,4,2,4,3,4,4,4,4,4,4,4,5,4,4,2,2,3,2,3,3,2,3,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,4,2,2,3,2,3,2,3,4,3,NA,"phase_017_subj_29",1,NA,NA
8,357,3,4,4,3,4,3,4,2,4,4,4,4,4,4,4,4,3,5,4,4,2,2,2,2,2,2,3,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,4,2,3,2,2,3,3,2,1,1,NA,"phase_017_subj_81",1,NA,NA
9,394,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,4,3,4,4,1,2,2,2,1,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,2,3,4,3,3,4,4,2,NA,"phase_017_subj_94",NA,NA,NA
